adjudication_id,package_id,adjudication_status,trigger_condition,reviewer_a_status,reviewer_b_status,conflict_type,required_adjudicator_action,can_promote_after_adjudication,still_requires_external_evidence
ADJ_v2ai_00098,EPC_v1us_00098,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00099,EPC_v1us_00099,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00100,EPC_v1us_00100,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00101,EPC_v1us_00101,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00102,EPC_v1us_00102,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00103,EPC_v1us_00103,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00104,EPC_v1us_00104,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00105,EPC_v1us_00105,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00106,EPC_v1us_00106,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00107,EPC_v1us_00107,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00108,EPC_v1us_00108,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00109,EPC_v1us_00109,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00110,EPC_v1us_00110,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00111,EPC_v1us_00111,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00112,EPC_v1us_00112,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00113,EPC_v1us_00113,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00114,EPC_v1us_00114,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00115,EPC_v1us_00115,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00116,EPC_v1us_00116,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00117,EPC_v1us_00117,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00118,EPC_v1us_00118,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00119,EPC_v1us_00119,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00120,EPC_v1us_00120,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00121,EPC_v1us_00121,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00122,EPC_v1us_00122,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00123,EPC_v1us_00123,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00124,EPC_v1us_00124,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00125,EPC_v1us_00125,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00126,EPC_v1us_00126,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00127,EPC_v1us_00127,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00128,EPC_v1us_00128,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00129,EPC_v1us_00129,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00130,EPC_v1us_00130,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00131,EPC_v1us_00131,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00132,EPC_v1us_00132,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00133,EPC_v1us_00133,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00134,EPC_v1us_00134,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00135,EPC_v1us_00135,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00136,EPC_v1us_00136,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00137,EPC_v1us_00137,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00138,EPC_v1us_00138,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00139,EPC_v1us_00139,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00140,EPC_v1us_00140,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00141,EPC_v1us_00141,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00142,EPC_v1us_00142,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00143,EPC_v1us_00143,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00144,EPC_v1us_00144,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00145,EPC_v1us_00145,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00146,EPC_v1us_00146,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00147,EPC_v1us_00147,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00148,EPC_v1us_00148,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00149,EPC_v1us_00149,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00150,EPC_v1us_00150,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00151,EPC_v1us_00151,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00152,EPC_v1us_00152,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00153,EPC_v1us_00153,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00154,EPC_v1us_00154,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00155,EPC_v1us_00155,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00156,EPC_v1us_00156,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00157,EPC_v1us_00157,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00158,EPC_v1us_00158,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00159,EPC_v1us_00159,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00160,EPC_v1us_00160,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00161,EPC_v1us_00161,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00162,EPC_v1us_00162,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00163,EPC_v1us_00163,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00164,EPC_v1us_00164,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00165,EPC_v1us_00165,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00166,EPC_v1us_00166,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00167,EPC_v1us_00167,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00168,EPC_v1us_00168,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00169,EPC_v1us_00169,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00170,EPC_v1us_00170,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
ADJ_v2ai_00171,EPC_v1us_00171,WAITING_FOR_HUMAN_REVIEW,reviewer_disagreement_or_uncertainty_after_future_review,PENDING_HUMAN_REVIEW,PENDING_HUMAN_REVIEW,UNKNOWN_UNTIL_REVIEW,wait_for_two_independent_reviews,false,true
