assignment_id,package_id,event_id,region,patch_id,hazard_type,review_round,reviewer_slot,reviewer_role,assignment_status,source_queue_rank,dominant_blocker,allowed_use,forbidden_use
ASN_v2ai_00076,EPC_v1us_00038,PET_2022_02_15,PET,PET_01323,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,39,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00077,EPC_v1us_00038,PET_2022_02_15,PET,PET_01323,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,39,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00078,EPC_v1us_00039,PET_2022_02_15,PET,PET_01349,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,40,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00079,EPC_v1us_00039,PET_2022_02_15,PET,PET_01349,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,40,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00080,EPC_v1us_00040,PET_2022_02_15,PET,PET_01352,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,41,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00081,EPC_v1us_00040,PET_2022_02_15,PET,PET_01352,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,41,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00082,EPC_v1us_00041,PET_2022_02_15,PET,PET_01386,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,42,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00083,EPC_v1us_00041,PET_2022_02_15,PET,PET_01386,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,42,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00084,EPC_v1us_00042,PET_2022_02_15,PET,PET_01403,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,43,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00085,EPC_v1us_00042,PET_2022_02_15,PET,PET_01403,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,43,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00086,EPC_v1us_00043,PET_2022_02_15,PET,PET_01458,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,44,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00087,EPC_v1us_00043,PET_2022_02_15,PET,PET_01458,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,44,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00088,EPC_v1us_00044,PET_2022_02_15,PET,PET_01478,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,45,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00089,EPC_v1us_00044,PET_2022_02_15,PET,PET_01478,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,45,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00090,EPC_v1us_00045,PET_2022_02_15,PET,PET_01483,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,46,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00091,EPC_v1us_00045,PET_2022_02_15,PET,PET_01483,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,46,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00092,EPC_v1us_00046,PET_2022_02_15,PET,PET_01488,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,47,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00093,EPC_v1us_00046,PET_2022_02_15,PET,PET_01488,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,47,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00094,EPC_v1us_00047,PET_2022_02_15,PET,PET_01495,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,48,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00095,EPC_v1us_00047,PET_2022_02_15,PET,PET_01495,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,48,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00096,EPC_v1us_00048,PET_2022_02_15,PET,PET_02,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,49,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00097,EPC_v1us_00048,PET_2022_02_15,PET,PET_02,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,49,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00098,EPC_v1us_00049,PET_2022_02_15,PET,PET_03,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,50,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00099,EPC_v1us_00049,PET_2022_02_15,PET,PET_03,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,50,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00100,EPC_v1us_00050,PET_2022_02_15,PET,PET_06,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,51,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00101,EPC_v1us_00050,PET_2022_02_15,PET,PET_06,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,51,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00102,EPC_v1us_00051,PET_2022_02_15,PET,PET_07,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,52,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00103,EPC_v1us_00051,PET_2022_02_15,PET,PET_07,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,52,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00104,EPC_v1us_00052,PET_2022_02_15,PET,PET_08,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,53,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00105,EPC_v1us_00052,PET_2022_02_15,PET,PET_08,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,53,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00106,EPC_v1us_00053,PET_2022_02_15,PET,PET_09,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,54,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00107,EPC_v1us_00053,PET_2022_02_15,PET,PET_09,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,54,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00108,EPC_v1us_00054,PET_2022_02_15,PET,PET_18,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,55,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00109,EPC_v1us_00054,PET_2022_02_15,PET,PET_18,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,55,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00110,EPC_v1us_00055,PET_2022_02_15,PET,PET_20,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,56,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00111,EPC_v1us_00055,PET_2022_02_15,PET,PET_20,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,56,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00112,EPC_v1us_00056,PET_2022_02_15,PET,PET_25,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,57,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00113,EPC_v1us_00056,PET_2022_02_15,PET,PET_25,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,57,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00114,EPC_v1us_00057,PET_2022_02_15,PET,PET_26,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,58,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00115,EPC_v1us_00057,PET_2022_02_15,PET,PET_26,MIXED_FLOOD_AND_MASS_MOVEMENT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,58,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00116,EPC_v1us_00058,PET_2024_03_21_28,PET,PET_00016,MIXED_HYDROMET_CONTEXT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,59,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00117,EPC_v1us_00058,PET_2024_03_21_28,PET,PET_00016,MIXED_HYDROMET_CONTEXT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,59,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00118,EPC_v1us_00059,PET_2024_03_21_28,PET,PET_00104,MIXED_HYDROMET_CONTEXT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,60,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00119,EPC_v1us_00059,PET_2024_03_21_28,PET,PET_00104,MIXED_HYDROMET_CONTEXT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,60,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00120,EPC_v1us_00060,PET_2024_03_21_28,PET,PET_00119,MIXED_HYDROMET_CONTEXT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,61,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00121,EPC_v1us_00060,PET_2024_03_21_28,PET,PET_00119,MIXED_HYDROMET_CONTEXT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,61,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00122,EPC_v1us_00061,PET_2024_03_21_28,PET,PET_00140,MIXED_HYDROMET_CONTEXT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,62,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00123,EPC_v1us_00061,PET_2024_03_21_28,PET,PET_00140,MIXED_HYDROMET_CONTEXT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,62,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00124,EPC_v1us_00062,PET_2024_03_21_28,PET,PET_00240,MIXED_HYDROMET_CONTEXT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,63,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00125,EPC_v1us_00062,PET_2024_03_21_28,PET,PET_00240,MIXED_HYDROMET_CONTEXT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,63,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00126,EPC_v1us_00063,PET_2024_03_21_28,PET,PET_00257,MIXED_HYDROMET_CONTEXT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,64,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00127,EPC_v1us_00063,PET_2024_03_21_28,PET,PET_00257,MIXED_HYDROMET_CONTEXT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,64,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00128,EPC_v1us_00064,PET_2024_03_21_28,PET,PET_00275,MIXED_HYDROMET_CONTEXT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,65,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00129,EPC_v1us_00064,PET_2024_03_21_28,PET,PET_00275,MIXED_HYDROMET_CONTEXT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,65,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00130,EPC_v1us_00065,PET_2024_03_21_28,PET,PET_00291,MIXED_HYDROMET_CONTEXT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,66,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00131,EPC_v1us_00065,PET_2024_03_21_28,PET,PET_00291,MIXED_HYDROMET_CONTEXT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,66,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00132,EPC_v1us_00066,PET_2024_03_21_28,PET,PET_00315,MIXED_HYDROMET_CONTEXT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,67,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00133,EPC_v1us_00066,PET_2024_03_21_28,PET,PET_00315,MIXED_HYDROMET_CONTEXT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,67,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00134,EPC_v1us_00067,PET_2024_03_21_28,PET,PET_00360,MIXED_HYDROMET_CONTEXT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,68,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00135,EPC_v1us_00067,PET_2024_03_21_28,PET,PET_00360,MIXED_HYDROMET_CONTEXT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,68,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00136,EPC_v1us_00068,PET_2024_03_21_28,PET,PET_00362,MIXED_HYDROMET_CONTEXT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,69,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00137,EPC_v1us_00068,PET_2024_03_21_28,PET,PET_00362,MIXED_HYDROMET_CONTEXT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,69,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00138,EPC_v1us_00069,PET_2024_03_21_28,PET,PET_00396,MIXED_HYDROMET_CONTEXT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,70,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00139,EPC_v1us_00069,PET_2024_03_21_28,PET,PET_00396,MIXED_HYDROMET_CONTEXT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,70,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00140,EPC_v1us_00070,PET_2024_03_21_28,PET,PET_00397,MIXED_HYDROMET_CONTEXT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,71,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00141,EPC_v1us_00070,PET_2024_03_21_28,PET,PET_00397,MIXED_HYDROMET_CONTEXT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,71,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00142,EPC_v1us_00071,PET_2024_03_21_28,PET,PET_00404,MIXED_HYDROMET_CONTEXT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,72,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00143,EPC_v1us_00071,PET_2024_03_21_28,PET,PET_00404,MIXED_HYDROMET_CONTEXT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,72,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00144,EPC_v1us_00072,PET_2024_03_21_28,PET,PET_00431,MIXED_HYDROMET_CONTEXT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,73,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00145,EPC_v1us_00072,PET_2024_03_21_28,PET,PET_00431,MIXED_HYDROMET_CONTEXT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,73,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00146,EPC_v1us_00073,PET_2024_03_21_28,PET,PET_00467,MIXED_HYDROMET_CONTEXT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,74,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00147,EPC_v1us_00073,PET_2024_03_21_28,PET,PET_00467,MIXED_HYDROMET_CONTEXT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,74,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00148,EPC_v1us_00074,PET_2024_03_21_28,PET,PET_00506,MIXED_HYDROMET_CONTEXT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,75,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00149,EPC_v1us_00074,PET_2024_03_21_28,PET,PET_00506,MIXED_HYDROMET_CONTEXT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,75,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00150,EPC_v1us_00075,PET_2024_03_21_28,PET,PET_00507,MIXED_HYDROMET_CONTEXT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,76,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00151,EPC_v1us_00075,PET_2024_03_21_28,PET,PET_00507,MIXED_HYDROMET_CONTEXT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,76,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00152,EPC_v1us_00076,PET_2024_03_21_28,PET,PET_00579,MIXED_HYDROMET_CONTEXT,round_1,reviewer_a,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,77,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
ASN_v2ai_00153,EPC_v1us_00076,PET_2024_03_21_28,PET,PET_00579,MIXED_HYDROMET_CONTEXT,round_1,reviewer_b,independent_human_reviewer_slot,ASSIGNED_SLOT_PENDING_HUMAN_REVIEW,77,no observed geometry,future_human_review_assignment_only,real_reviewer_identity|ground_reference|label|training|overlay|prediction|protocol_b_reopen
