step_code,region,event_id,blocker_or_gate,status,blocking_reason,can_create_ground_reference,can_create_training_label,notes
v1uy,Curitiba,CUR_2022_01_15,no_overlay,BLOCKED,,false,false,v1uy cannot create ground reference without controlled observed occurrence evidence. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false; raw_data_versioned=false
v1uy,Curitiba,CUR_2022_01_15,no_ground_reference,BLOCKED,,false,false,v1uy cannot create ground reference without controlled observed occurrence evidence. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false; raw_data_versioned=false
v1uy,Curitiba,CUR_2022_01_15,no_training_label,BLOCKED,,false,false,v1uy cannot create ground reference without controlled observed occurrence evidence. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false; raw_data_versioned=false
v1uy,Curitiba,CUR_2022_01_15,hydromet_is_not_occurrence,BLOCKED,,false,false,v1uy cannot create ground reference without controlled observed occurrence evidence. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false; raw_data_versioned=false
v1uy,Curitiba,CUR_2022_01_15,patch_truth_forbidden,BLOCKED,,false,false,v1uy cannot create ground reference without controlled observed occurrence evidence. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_candidate_only=true; public_official_discovery=true; geocoding_executed=false; centroid_used=false; raw_data_versioned=false
v2aa,CUR,CUR_2022_01_15,no_sentinel_date,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2aa,CUR,CUR_2022_01_15,no_observed_geometry,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2aa,CUR,CUR_2022_01_15,no_occurrence_coordinates,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2aa,CUR,CUR_2022_01_15,no_overlay,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2aa,CUR,CUR_2022_01_15,no_ground_reference,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2aa,CUR,CUR_2022_01_15,no_training_label,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2aa,CUR,CUR_2022_01_15,patch_truth_forbidden,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2aa,PET,PET_2022_02_15,no_sentinel_date,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2aa,PET,PET_2022_02_15,no_observed_geometry,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2aa,PET,PET_2022_02_15,no_occurrence_coordinates,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2aa,PET,PET_2022_02_15,no_overlay,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2aa,PET,PET_2022_02_15,no_ground_reference,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2aa,PET,PET_2022_02_15,no_training_label,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2aa,PET,PET_2022_02_15,patch_truth_forbidden,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2aa,REC,REC_2022_05_24_30,no_sentinel_date,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2aa,REC,REC_2022_05_24_30,no_observed_geometry,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2aa,REC,REC_2022_05_24_30,no_occurrence_coordinates,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2aa,REC,REC_2022_05_24_30,no_overlay,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2aa,REC,REC_2022_05_24_30,no_ground_reference,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2aa,REC,REC_2022_05_24_30,no_training_label,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2aa,REC,REC_2022_05_24_30,patch_truth_forbidden,BLOCKED,,false,false,"Sentinel date recovery does not unblock observed geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; sentinel_date_recovery_only=true; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,REC,REC_2022_05_24_30,no_observed_geometry,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,REC,REC_2022_05_24_30,no_occurrence_coordinates,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,REC,REC_2022_05_24_30,no_sentinel_date_linkable,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,REC,REC_2022_05_24_30,no_explicit_crosswalk,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,REC,REC_2022_05_24_30,no_overlay,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,REC,REC_2022_05_24_30,no_ground_reference,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,REC,REC_2022_05_24_30,no_training_label,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,REC,REC_2022_05_24_30,patch_truth_forbidden,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,PET,PET_2022_02_15,no_observed_geometry,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,PET,PET_2022_02_15,no_occurrence_coordinates,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,PET,PET_2022_02_15,no_sentinel_date_linkable,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,PET,PET_2022_02_15,no_explicit_crosswalk,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,PET,PET_2022_02_15,no_overlay,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,PET,PET_2022_02_15,no_ground_reference,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,PET,PET_2022_02_15,no_training_label,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,PET,PET_2022_02_15,patch_truth_forbidden,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,CUR,CUR_2022_01_15,no_observed_geometry,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,CUR,CUR_2022_01_15,no_occurrence_coordinates,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,CUR,CUR_2022_01_15,no_sentinel_date_linkable,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,CUR,CUR_2022_01_15,no_explicit_crosswalk,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,CUR,CUR_2022_01_15,no_overlay,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,CUR,CUR_2022_01_15,no_ground_reference,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,CUR,CUR_2022_01_15,no_training_label,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ab,CUR,CUR_2022_01_15,patch_truth_forbidden,BLOCKED,,false,false,"Schema hardening does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; event_patch_schema_hardening_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ac,REC,REC_2022_05_24_30,no_observed_geometry,BLOCKED,,false,false,"Schema migration does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; schema_migration_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ac,REC,REC_2022_05_24_30,no_occurrence_coordinates,BLOCKED,,false,false,"Schema migration does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; schema_migration_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ac,REC,REC_2022_05_24_30,unlinkable_sentinel_date,BLOCKED,,false,false,"Schema migration does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; schema_migration_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ac,REC,REC_2022_05_24_30,no_explicit_anchor_crosswalk,BLOCKED,,false,false,"Schema migration does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; schema_migration_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ac,REC,REC_2022_05_24_30,no_overlay,BLOCKED,,false,false,"Schema migration does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; schema_migration_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ac,REC,REC_2022_05_24_30,no_ground_reference,BLOCKED,,false,false,"Schema migration does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; schema_migration_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ac,REC,REC_2022_05_24_30,no_training_label,BLOCKED,,false,false,"Schema migration does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; schema_migration_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ac,REC,REC_2022_05_24_30,patch_truth_forbidden,BLOCKED,,false,false,"Schema migration does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; schema_migration_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ac,PET,PET_2022_02_15,no_observed_geometry,BLOCKED,,false,false,"Schema migration does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; schema_migration_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ac,PET,PET_2022_02_15,no_occurrence_coordinates,BLOCKED,,false,false,"Schema migration does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; schema_migration_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ac,PET,PET_2022_02_15,unlinkable_sentinel_date,BLOCKED,,false,false,"Schema migration does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; schema_migration_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ac,PET,PET_2022_02_15,no_explicit_anchor_crosswalk,BLOCKED,,false,false,"Schema migration does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; schema_migration_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ac,PET,PET_2022_02_15,no_overlay,BLOCKED,,false,false,"Schema migration does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; schema_migration_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ac,PET,PET_2022_02_15,no_ground_reference,BLOCKED,,false,false,"Schema migration does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; schema_migration_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ac,PET,PET_2022_02_15,no_training_label,BLOCKED,,false,false,"Schema migration does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; schema_migration_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ac,PET,PET_2022_02_15,patch_truth_forbidden,BLOCKED,,false,false,"Schema migration does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; schema_migration_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
v2ac,CUR,CUR_2022_01_15,no_observed_geometry,BLOCKED,,false,false,"Schema migration does not unblock geometry, overlay, ground reference or labels. | flags: ground_truth_operational=false; can_reopen_protocol_b=false; dino_usage=SUPPORT_ONLY; no_overlay_executed=true; no_coordinates_invented=true; patch_bound_truth=false; operational_validation=false; schema_migration_only=true; crosswalk_inferred=false; sentinel_date_inferred=false; raw_data_versioned=false"
