risk_id,target_id,asset_id,patch_id,severity,risk_type,evidence,mitigation,blocks_next_step
MV2_DATA_01_RISK_00102,MV2_DATA_01_TGT_00034,5779125b6a8d65f7,CUR_01015,ALTA,RISK_CITY_REGION_PROXY,regiao Curitiba conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00103,MV2_DATA_01_TGT_00035,00f9e03d195e8104,CUR_01030,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00104,MV2_DATA_01_TGT_00035,00f9e03d195e8104,CUR_01030,ALTA,RISK_TILE_AUTO_JOIN,regiao Curitiba usa EPSG:32722 (~MGRS 22J); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00105,MV2_DATA_01_TGT_00035,00f9e03d195e8104,CUR_01030,ALTA,RISK_CITY_REGION_PROXY,regiao Curitiba conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00106,MV2_DATA_01_TGT_00036,839167711b4e872b,CUR_01040,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00107,MV2_DATA_01_TGT_00036,839167711b4e872b,CUR_01040,ALTA,RISK_TILE_AUTO_JOIN,regiao Curitiba usa EPSG:32722 (~MGRS 22J); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00108,MV2_DATA_01_TGT_00036,839167711b4e872b,CUR_01040,ALTA,RISK_CITY_REGION_PROXY,regiao Curitiba conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00109,MV2_DATA_01_TGT_00037,3209e4e9c5397f1c,CUR_01050,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00110,MV2_DATA_01_TGT_00037,3209e4e9c5397f1c,CUR_01050,ALTA,RISK_TILE_AUTO_JOIN,regiao Curitiba usa EPSG:32722 (~MGRS 22J); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00111,MV2_DATA_01_TGT_00037,3209e4e9c5397f1c,CUR_01050,ALTA,RISK_CITY_REGION_PROXY,regiao Curitiba conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00112,MV2_DATA_01_TGT_00038,0edffece4cccc865,CUR_01059,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00113,MV2_DATA_01_TGT_00038,0edffece4cccc865,CUR_01059,ALTA,RISK_TILE_AUTO_JOIN,regiao Curitiba usa EPSG:32722 (~MGRS 22J); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00114,MV2_DATA_01_TGT_00038,0edffece4cccc865,CUR_01059,ALTA,RISK_CITY_REGION_PROXY,regiao Curitiba conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00115,MV2_DATA_01_TGT_00039,3920489d27973c77,CUR_01065,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00116,MV2_DATA_01_TGT_00039,3920489d27973c77,CUR_01065,ALTA,RISK_TILE_AUTO_JOIN,regiao Curitiba usa EPSG:32722 (~MGRS 22J); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00117,MV2_DATA_01_TGT_00039,3920489d27973c77,CUR_01065,ALTA,RISK_CITY_REGION_PROXY,regiao Curitiba conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00118,MV2_DATA_01_TGT_00040,ccf3d26904581bfb,CUR_01075,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00119,MV2_DATA_01_TGT_00040,ccf3d26904581bfb,CUR_01075,ALTA,RISK_TILE_AUTO_JOIN,regiao Curitiba usa EPSG:32722 (~MGRS 22J); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00120,MV2_DATA_01_TGT_00040,ccf3d26904581bfb,CUR_01075,ALTA,RISK_CITY_REGION_PROXY,regiao Curitiba conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00121,MV2_DATA_01_TGT_00041,c2c0aa29a7982673,CUR_01101,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00122,MV2_DATA_01_TGT_00041,c2c0aa29a7982673,CUR_01101,ALTA,RISK_TILE_AUTO_JOIN,regiao Curitiba usa EPSG:32722 (~MGRS 22J); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00123,MV2_DATA_01_TGT_00041,c2c0aa29a7982673,CUR_01101,ALTA,RISK_CITY_REGION_PROXY,regiao Curitiba conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00124,MV2_DATA_01_TGT_00042,39f1df386114a8f8,CUR_01145,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00125,MV2_DATA_01_TGT_00042,39f1df386114a8f8,CUR_01145,ALTA,RISK_TILE_AUTO_JOIN,regiao Curitiba usa EPSG:32722 (~MGRS 22J); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00126,MV2_DATA_01_TGT_00042,39f1df386114a8f8,CUR_01145,ALTA,RISK_CITY_REGION_PROXY,regiao Curitiba conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00127,MV2_DATA_01_TGT_00043,11032e4a427cf611,CUR_01324,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00128,MV2_DATA_01_TGT_00043,11032e4a427cf611,CUR_01324,ALTA,RISK_TILE_AUTO_JOIN,regiao Curitiba usa EPSG:32722 (~MGRS 22J); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00129,MV2_DATA_01_TGT_00043,11032e4a427cf611,CUR_01324,ALTA,RISK_CITY_REGION_PROXY,regiao Curitiba conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00130,MV2_DATA_01_TGT_00044,19a5de5df7bd0cf8,PET_00016,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00131,MV2_DATA_01_TGT_00044,19a5de5df7bd0cf8,PET_00016,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00132,MV2_DATA_01_TGT_00044,19a5de5df7bd0cf8,PET_00016,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00133,MV2_DATA_01_TGT_00045,6641fb7c86ae0cbc,PET_00104,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00134,MV2_DATA_01_TGT_00045,6641fb7c86ae0cbc,PET_00104,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00135,MV2_DATA_01_TGT_00045,6641fb7c86ae0cbc,PET_00104,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00136,MV2_DATA_01_TGT_00046,b041e9a668bd0924,PET_00119,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00137,MV2_DATA_01_TGT_00046,b041e9a668bd0924,PET_00119,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00138,MV2_DATA_01_TGT_00046,b041e9a668bd0924,PET_00119,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00139,MV2_DATA_01_TGT_00047,0e48288ff44594e1,PET_00140,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00140,MV2_DATA_01_TGT_00047,0e48288ff44594e1,PET_00140,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00141,MV2_DATA_01_TGT_00047,0e48288ff44594e1,PET_00140,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00142,MV2_DATA_01_TGT_00048,97982ae9e9aa55b2,PET_00240,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00143,MV2_DATA_01_TGT_00048,97982ae9e9aa55b2,PET_00240,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00144,MV2_DATA_01_TGT_00048,97982ae9e9aa55b2,PET_00240,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00145,MV2_DATA_01_TGT_00049,80f17dcf7c144c24,PET_00257,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00146,MV2_DATA_01_TGT_00049,80f17dcf7c144c24,PET_00257,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00147,MV2_DATA_01_TGT_00049,80f17dcf7c144c24,PET_00257,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00148,MV2_DATA_01_TGT_00050,baad6378db108ac5,PET_00275,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00149,MV2_DATA_01_TGT_00050,baad6378db108ac5,PET_00275,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00150,MV2_DATA_01_TGT_00050,baad6378db108ac5,PET_00275,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00151,MV2_DATA_01_TGT_00051,d7a11b32933e3837,PET_00291,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00152,MV2_DATA_01_TGT_00051,d7a11b32933e3837,PET_00291,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00153,MV2_DATA_01_TGT_00051,d7a11b32933e3837,PET_00291,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00154,MV2_DATA_01_TGT_00052,361ec9d9f687e27b,PET_00315,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00155,MV2_DATA_01_TGT_00052,361ec9d9f687e27b,PET_00315,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00156,MV2_DATA_01_TGT_00052,361ec9d9f687e27b,PET_00315,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00157,MV2_DATA_01_TGT_00053,33f29ae6cc1c10c0,PET_00360,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00158,MV2_DATA_01_TGT_00053,33f29ae6cc1c10c0,PET_00360,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00159,MV2_DATA_01_TGT_00053,33f29ae6cc1c10c0,PET_00360,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00160,MV2_DATA_01_TGT_00054,1be2a37d636a3954,PET_00362,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00161,MV2_DATA_01_TGT_00054,1be2a37d636a3954,PET_00362,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00162,MV2_DATA_01_TGT_00054,1be2a37d636a3954,PET_00362,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00163,MV2_DATA_01_TGT_00055,87d84ee64acb964b,PET_00396,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00164,MV2_DATA_01_TGT_00055,87d84ee64acb964b,PET_00396,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00165,MV2_DATA_01_TGT_00055,87d84ee64acb964b,PET_00396,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00166,MV2_DATA_01_TGT_00056,1a9455936145ff92,PET_00397,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00167,MV2_DATA_01_TGT_00056,1a9455936145ff92,PET_00397,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00168,MV2_DATA_01_TGT_00056,1a9455936145ff92,PET_00397,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00169,MV2_DATA_01_TGT_00057,1bb850c957f0a7d5,PET_00404,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00170,MV2_DATA_01_TGT_00057,1bb850c957f0a7d5,PET_00404,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00171,MV2_DATA_01_TGT_00057,1bb850c957f0a7d5,PET_00404,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00172,MV2_DATA_01_TGT_00058,07c4658a94924698,PET_00431,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00173,MV2_DATA_01_TGT_00058,07c4658a94924698,PET_00431,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00174,MV2_DATA_01_TGT_00058,07c4658a94924698,PET_00431,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00175,MV2_DATA_01_TGT_00059,15021a8707c0cfa1,PET_00467,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00176,MV2_DATA_01_TGT_00059,15021a8707c0cfa1,PET_00467,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00177,MV2_DATA_01_TGT_00059,15021a8707c0cfa1,PET_00467,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00178,MV2_DATA_01_TGT_00060,37ac86244a5242d6,PET_00506,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00179,MV2_DATA_01_TGT_00060,37ac86244a5242d6,PET_00506,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00180,MV2_DATA_01_TGT_00060,37ac86244a5242d6,PET_00506,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00181,MV2_DATA_01_TGT_00061,6ebb72ad84d6e0dc,PET_00507,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00182,MV2_DATA_01_TGT_00061,6ebb72ad84d6e0dc,PET_00507,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00183,MV2_DATA_01_TGT_00061,6ebb72ad84d6e0dc,PET_00507,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00184,MV2_DATA_01_TGT_00062,40a3ed7aa615d3eb,PET_00579,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00185,MV2_DATA_01_TGT_00062,40a3ed7aa615d3eb,PET_00579,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00186,MV2_DATA_01_TGT_00062,40a3ed7aa615d3eb,PET_00579,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00187,MV2_DATA_01_TGT_00063,684f4b3d08f97e07,PET_00614,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00188,MV2_DATA_01_TGT_00063,684f4b3d08f97e07,PET_00614,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00189,MV2_DATA_01_TGT_00063,684f4b3d08f97e07,PET_00614,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00190,MV2_DATA_01_TGT_00064,afbf0118fb8dec3e,PET_00615,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00191,MV2_DATA_01_TGT_00064,afbf0118fb8dec3e,PET_00615,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00192,MV2_DATA_01_TGT_00064,afbf0118fb8dec3e,PET_00615,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00193,MV2_DATA_01_TGT_00065,1fc1c5737fd1a195,PET_00617,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00194,MV2_DATA_01_TGT_00065,1fc1c5737fd1a195,PET_00617,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00195,MV2_DATA_01_TGT_00065,1fc1c5737fd1a195,PET_00617,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00196,MV2_DATA_01_TGT_00066,888d1f22b626ce64,PET_00618,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00197,MV2_DATA_01_TGT_00066,888d1f22b626ce64,PET_00618,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00198,MV2_DATA_01_TGT_00066,888d1f22b626ce64,PET_00618,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00199,MV2_DATA_01_TGT_00067,d66aede60a7f2241,PET_00641,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00200,MV2_DATA_01_TGT_00067,d66aede60a7f2241,PET_00641,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
MV2_DATA_01_RISK_00201,MV2_DATA_01_TGT_00067,d66aede60a7f2241,PET_00641,ALTA,RISK_CITY_REGION_PROXY,regiao Petropolis conhecida; nao basta para lineage forte,cidade/regiao nunca vira vinculo cena-patch nem label,false
MV2_DATA_01_RISK_00202,MV2_DATA_01_TGT_00068,f429d09b1de1d57e,PET_00649,MEDIA,RISK_PATCH_WITHOUT_SCENE,"patch_id presente, scene_id ausente (lineage nao recuperado)",recuperar scene_id via revisao GEE metadata-only; nao inferir,true
MV2_DATA_01_RISK_00203,MV2_DATA_01_TGT_00068,f429d09b1de1d57e,PET_00649,ALTA,RISK_TILE_AUTO_JOIN,regiao Petropolis usa EPSG:32723 (~MGRS 23K); tile NAO pode ser preenchido por zona,tile so por evidencia GEE da imagem; nunca T23KPR auto,true
