corpus_row_id,patch_id,region,source_file,source_row_index,embedding_id,model_name,declared_embedding_dim,declared_l2_normalized,observed_dim,observed_l2_norm,status,blocking_reason,is_region_medoid,cosine_to_region_medoid,nearest_medoid_region,cosine_to_nearest_medoid,nearest_medoid_matches_own_region,methodological_note
DGOV_V2FG_00075,REC_NEG_00004,RECIFE,datasets/dino_recife_sedec_all_embeddings_v1r3.csv,13,V1R3_EMB_00014,dinov2-with-registers-base,768,true,768,1.00000008,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00076,REC_NEG_00005,RECIFE,datasets/dino_recife_sedec_all_embeddings_v1r3.csv,14,V1R3_EMB_00015,dinov2-with-registers-base,768,true,768,1.0000001,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00077,REC_NEG_00006,RECIFE,datasets/dino_recife_sedec_all_embeddings_v1r3.csv,15,V1R3_EMB_00016,dinov2-with-registers-base,768,true,768,0.99999991,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00078,REC_NEG_00007,RECIFE,datasets/dino_recife_sedec_all_embeddings_v1r3.csv,16,V1R3_EMB_00017,dinov2-with-registers-base,768,true,768,0.99999987,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00079,REC_NEG_00008,RECIFE,datasets/dino_recife_sedec_all_embeddings_v1r3.csv,17,V1R3_EMB_00018,dinov2-with-registers-base,768,true,768,1.00000006,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00080,REC_NEG_00009,RECIFE,datasets/dino_recife_sedec_all_embeddings_v1r3.csv,18,V1R3_EMB_00019,dinov2-with-registers-base,768,true,768,0.99999999,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00081,REC_NEG_00010,RECIFE,datasets/dino_recife_sedec_all_embeddings_v1r3.csv,19,V1R3_EMB_00020,dinov2-with-registers-base,768,true,768,0.99999982,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00082,REC_NEG_00011,RECIFE,datasets/dino_recife_sedec_all_embeddings_v1r3.csv,20,V1R3_EMB_00021,dinov2-with-registers-base,768,true,768,0.99999998,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00083,REC_NEG_00012,RECIFE,datasets/dino_recife_sedec_all_embeddings_v1r3.csv,21,V1R3_EMB_00022,dinov2-with-registers-base,768,true,768,0.99999999,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00084,REC_NEG_00013,RECIFE,datasets/dino_recife_sedec_all_embeddings_v1r3.csv,22,V1R3_EMB_00023,dinov2-with-registers-base,768,true,768,1.00000003,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00085,REC_00299,RECIFE,datasets/dino_recife_sedec_full_embeddings_v1r1.csv,0,V1R1_EMB_00001,dinov2-with-registers-base,768,true,768,0.99999988,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00086,REC_00503,RECIFE,datasets/dino_recife_sedec_full_embeddings_v1r1.csv,1,V1R1_EMB_00002,dinov2-with-registers-base,768,true,768,0.99999996,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00087,REC_00526,RECIFE,datasets/dino_recife_sedec_full_embeddings_v1r1.csv,2,V1R1_EMB_00003,dinov2-with-registers-base,768,true,768,0.99999994,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00088,REC_00505,RECIFE,datasets/dino_recife_sedec_full_embeddings_v1r1.csv,3,V1R1_EMB_00004,dinov2-with-registers-base,768,true,768,0.99999997,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00089,REC_00388,RECIFE,datasets/dino_recife_sedec_full_embeddings_v1r1.csv,4,V1R1_EMB_00005,dinov2-with-registers-base,768,true,768,1.00000004,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00090,REC_00482,RECIFE,datasets/dino_recife_sedec_full_embeddings_v1r1.csv,5,V1R1_EMB_00006,dinov2-with-registers-base,768,true,768,0.99999982,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00091,REC_00276,RECIFE,datasets/dino_recife_sedec_full_embeddings_v1r1.csv,6,V1R1_EMB_00007,dinov2-with-registers-base,768,true,768,0.99999989,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00092,REC_00529,RECIFE,datasets/dino_recife_sedec_full_embeddings_v1r1.csv,7,V1R1_EMB_00008,dinov2-with-registers-base,768,true,768,0.99999996,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00093,REC_00322,RECIFE,datasets/dino_recife_sedec_full_embeddings_v1r1.csv,8,V1R1_EMB_00009,dinov2-with-registers-base,768,true,768,0.99999989,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00094,REC_00528,RECIFE,datasets/dino_recife_sedec_full_embeddings_v1r1.csv,9,V1R1_EMB_00010,dinov2-with-registers-base,768,true,768,1.0,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00095,REC_00299,RECIFE,datasets/dino_recife_sedec_matched_embeddings_v1qy.csv,0,V1QJ_EMB_00001,dinov2-with-registers-base,768,true,768,0.99999988,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00096,REC_00503,RECIFE,datasets/dino_recife_sedec_matched_embeddings_v1qy.csv,1,V1QJ_EMB_00002,dinov2-with-registers-base,768,true,768,0.99999996,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00097,REC_00526,RECIFE,datasets/dino_recife_sedec_matched_embeddings_v1qy.csv,2,V1QJ_EMB_00003,dinov2-with-registers-base,768,true,768,0.99999994,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00098,REC_00505,RECIFE,datasets/dino_recife_sedec_matched_embeddings_v1qy.csv,3,V1QJ_EMB_00004,dinov2-with-registers-base,768,true,768,0.99999997,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00099,REC_00388,RECIFE,datasets/dino_recife_sedec_matched_embeddings_v1qy.csv,4,V1QJ_EMB_00005,dinov2-with-registers-base,768,true,768,1.00000004,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00100,REC_00482,RECIFE,datasets/dino_recife_sedec_matched_embeddings_v1qy.csv,5,V1QJ_EMB_00006,dinov2-with-registers-base,768,true,768,0.99999982,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00101,REC_00276,RECIFE,datasets/dino_recife_sedec_matched_embeddings_v1qy.csv,6,V1QJ_EMB_00007,dinov2-with-registers-base,768,true,768,0.99999989,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00102,REC_00529,RECIFE,datasets/dino_recife_sedec_matched_embeddings_v1qy.csv,7,V1QJ_EMB_00008,dinov2-with-registers-base,768,true,768,0.99999996,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00103,CUR_00038,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,0,V1QJ_EMB_00001,dinov2-with-registers-base,768,true,768,0.9999999,VALID,,false,0.91319,CURITIBA,0.91319,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00104,CUR_00249,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,1,V1QJ_EMB_00002,dinov2-with-registers-base,768,true,768,1.00000007,VALID,,false,0.865296,CURITIBA,0.865296,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00105,CUR_00350,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,2,V1QJ_EMB_00003,dinov2-with-registers-base,768,true,768,0.99999999,VALID,,false,0.850135,CURITIBA,0.850135,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00106,CUR_00357,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,3,V1QJ_EMB_00004,dinov2-with-registers-base,768,true,768,1.00000004,VALID,,false,0.842194,CURITIBA,0.842194,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00107,PET_00104,PET,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,4,V1QJ_EMB_00005,dinov2-with-registers-base,768,true,768,0.99999993,VALID,,false,0.844868,CURITIBA,0.8801,false,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00108,PET_00119,PET,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,5,V1QJ_EMB_00006,dinov2-with-registers-base,768,true,768,0.99999997,VALID,,false,0.895998,PET,0.895998,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00109,PET_00140,PET,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,6,V1QJ_EMB_00007,dinov2-with-registers-base,768,true,768,0.99999994,VALID,,false,0.824539,PET,0.824539,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00110,PET_00240,PET,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,7,V1QJ_EMB_00008,dinov2-with-registers-base,768,true,768,1.00000015,VALID,,false,0.877191,PET,0.877191,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00111,REC_00183,RECIFE,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,8,V1QJ_EMB_00009,dinov2-with-registers-base,768,true,768,0.99999999,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00112,REC_00204,RECIFE,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,9,V1QJ_EMB_00010,dinov2-with-registers-base,768,true,768,1.0,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00113,REC_00205,RECIFE,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,10,V1QJ_EMB_00011,dinov2-with-registers-base,768,true,768,1.00000004,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00114,REC_00227,RECIFE,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,11,V1QJ_EMB_00012,dinov2-with-registers-base,768,true,768,1.0,BLOCKED,DUPLICATA_IDENTICA_DE_PATCH_JA_ACEITO,,,,,,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00115,CUR_00367,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,12,V1QJ_EMB_00013,dinov2-with-registers-base,768,true,768,1.00000007,VALID,,false,0.925463,CURITIBA,0.925463,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00116,CUR_00402,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,13,V1QJ_EMB_00014,dinov2-with-registers-base,768,true,768,1.00000003,VALID,,true,1.0,CURITIBA,1.0,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00117,CUR_00409,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,14,V1QJ_EMB_00015,dinov2-with-registers-base,768,true,768,0.99999992,VALID,,false,0.817609,PET,0.843851,false,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00118,CUR_00410,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,15,V1QJ_EMB_00016,dinov2-with-registers-base,768,true,768,1.00000008,VALID,,false,0.84224,CURITIBA,0.84224,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00119,CUR_00413,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,16,V1QJ_EMB_00017,dinov2-with-registers-base,768,true,768,1.00000004,VALID,,false,0.865969,CURITIBA,0.865969,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00120,CUR_00416,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,17,V1QJ_EMB_00018,dinov2-with-registers-base,768,true,768,0.99999999,VALID,,false,0.852216,CURITIBA,0.852216,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00121,CUR_00445,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,18,V1QJ_EMB_00019,dinov2-with-registers-base,768,true,768,1.00000001,VALID,,false,0.88604,CURITIBA,0.88604,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00122,CUR_00446,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,19,V1QJ_EMB_00020,dinov2-with-registers-base,768,true,768,0.99999993,VALID,,false,0.866822,CURITIBA,0.866822,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00123,CUR_00597,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,20,V1QJ_EMB_00021,dinov2-with-registers-base,768,true,768,1.0,VALID,,false,0.80118,PET,0.859041,false,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00124,CUR_00661,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,21,V1QJ_EMB_00022,dinov2-with-registers-base,768,true,768,1.00000007,VALID,,false,0.865116,CURITIBA,0.865116,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00125,CUR_00662,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,22,V1QJ_EMB_00023,dinov2-with-registers-base,768,true,768,0.99999986,VALID,,false,0.881144,CURITIBA,0.881144,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00126,CUR_00695,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,23,V1QJ_EMB_00024,dinov2-with-registers-base,768,true,768,1.00000002,VALID,,false,0.842985,RECIFE,0.851664,false,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00127,CUR_00728,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,24,V1QJ_EMB_00025,dinov2-with-registers-base,768,true,768,0.99999991,VALID,,false,0.901765,CURITIBA,0.901765,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00128,CUR_00740,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,25,V1QJ_EMB_00026,dinov2-with-registers-base,768,true,768,0.99999997,VALID,,false,0.872037,CURITIBA,0.872037,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00129,CUR_00887,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,26,V1QJ_EMB_00027,dinov2-with-registers-base,768,true,768,0.99999995,VALID,,false,0.895257,CURITIBA,0.895257,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00130,CUR_00888,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,27,V1QJ_EMB_00028,dinov2-with-registers-base,768,true,768,0.99999997,VALID,,false,0.836143,RECIFE,0.836257,false,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00131,CUR_00889,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,28,V1QJ_EMB_00029,dinov2-with-registers-base,768,true,768,0.99999999,VALID,,false,0.905382,CURITIBA,0.905382,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00132,CUR_00895,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,29,V1QJ_EMB_00030,dinov2-with-registers-base,768,true,768,1.0000001,VALID,,false,0.924054,CURITIBA,0.924054,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00133,CUR_00899,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,30,V1QJ_EMB_00031,dinov2-with-registers-base,768,true,768,1.00000004,VALID,,false,0.903938,CURITIBA,0.903938,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
DGOV_V2FG_00134,CUR_00924,CURITIBA,datasets/dino_smoke_embeddings_feature_store_v1qj.csv,31,V1QJ_EMB_00032,dinov2-with-registers-base,768,true,768,1.00000008,VALID,,false,0.876197,CURITIBA,0.876197,true,"Resultado estrutural destinado a revisao. Nao constitui ground truth operacional, confirmacao de evento observado, classe, label, predicao ou treinamento supervisionado."
